Row,Time,A45,A135,A225,A315,S0,S90,S180,S270,xTilt,yTilt,zTilt,zSum
430348,3.9336,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.700,1.205
430349,3.9390,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.218,1.697,1.205
430350,3.9443,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.221,1.696,1.204
430351,3.9495,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.218,1.696,1.204
430352,3.9548,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.697,1.205
430353,3.9602,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.697,1.204
430354,3.9653,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.207,1.172,1.217,1.698,1.205
430355,3.9707,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.218,1.697,1.205
430356,3.9758,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.171,1.218,1.696,1.205
430357,3.9812,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.221,1.696,1.205
430358,3.9866,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.697,1.205
430359,3.9917,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.218,1.697,1.205
430360,3.9971,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.174,1.221,1.697,1.205
430361,4.0049,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.218,1.697,1.205
430362,4.0103,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.697,1.205
430363,4.0156,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.172,1.221,1.696,1.205
430364,4.0208,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.696,1.205
430365,4.0261,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.221,1.700,1.205
430366,4.0313,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.177,1.221,1.697,1.205
430367,4.0366,0.000,1.208,1.208,1.207,1.208,1.207,1.208,1.208,1.175,1.218,1.696,1.205
430368,4.0420,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.218,1.697,1.205
430369,4.0471,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.697,1.205
430370,4.0525,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.221,1.698,1.205
430371,4.0579,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.175,1.221,1.697,1.205
430372,4.0630,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.218,1.698,1.205
430373,4.0684,0.000,1.207,1.208,1.207,1.208,1.207,1.208,1.208,1.175,1.221,1.697,1.205
430374,4.0737,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.221,1.697,1.205
430375,4.0789,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.697,1.205
430376,4.0842,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.175,1.221,1.697,1.205
430377,4.0920,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.221,1.696,1.205
430378,4.0974,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.208,1.173,1.221,1.696,1.205
430379,4.1025,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.696,1.205
430380,4.1079,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.172,1.221,1.698,1.204
430381,4.1133,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.697,1.205
430382,4.1184,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.173,1.221,1.699,1.205
430383,4.1238,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.218,1.696,1.205
430384,4.1292,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.217,1.696,1.205
430385,4.1343,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.175,1.221,1.697,1.205
430386,4.1396,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.698,1.205
430387,4.1448,0.000,1.207,1.208,1.207,1.208,1.207,1.208,1.207,1.175,1.221,1.696,1.205
430388,4.1501,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.221,1.696,1.205
430389,4.1555,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.208,1.175,1.217,1.696,1.205
430390,4.1606,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.208,1.175,1.221,1.697,1.205
430391,4.1660,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.208,1.173,1.218,1.698,1.205
430392,4.1714,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.221,1.694,1.205
430393,4.1765,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.696,1.205
430394,4.1846,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.208,1.173,1.221,1.696,1.205
430395,4.1897,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.697,1.205
430396,4.1951,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.696,1.205
430397,4.2004,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.698,1.205
430398,4.2056,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.696,1.205
430399,4.2109,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.218,1.696,1.205
430400,4.2163,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.218,1.697,1.205
430401,4.2214,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.207,1.173,1.221,1.698,1.205
430402,4.2268,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.698,1.205
430403,4.2319,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.697,1.205
430404,4.2373,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.171,1.218,1.696,1.205
430405,4.2427,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.171,1.217,1.693,1.205
430406,4.2478,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.177,1.221,1.698,1.204
430407,4.2532,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.207,1.175,1.221,1.698,1.205
430408,4.2585,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.207,1.175,1.221,1.700,1.205
430409,4.2637,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.208,1.173,1.218,1.696,1.205
430410,4.2715,0.000,1.208,1.209,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.696,1.205
430411,4.2769,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.696,1.205
430412,4.2822,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.208,1.174,1.218,1.696,1.205
430413,4.2874,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.696,1.205
430414,4.2927,0.000,1.208,1.209,1.208,1.208,1.207,1.207,1.207,1.173,1.214,1.693,1.205
430415,4.2981,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.698,1.205
430416,4.3032,0.000,1.208,1.209,1.207,1.208,1.207,1.207,1.208,1.174,1.218,1.697,1.205
430417,4.3086,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.218,1.698,1.205
430418,4.3140,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.208,1.173,1.218,1.696,1.205
430419,4.3191,0.000,1.207,1.209,1.207,1.208,1.207,1.207,1.208,1.171,1.218,1.696,1.205
430420,4.3245,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.207,1.173,1.221,1.699,1.205
430421,4.3298,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.171,1.221,1.696,1.205
430422,4.3350,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.696,1.205
430423,4.3403,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.697,1.205
430424,4.3455,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.696,1.205
430425,4.3508,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.214,1.696,1.204
430426,4.3562,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.697,1.205
430427,4.3640,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.697,1.205
430428,4.3694,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.221,1.696,1.205
430429,4.3745,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.218,1.696,1.205
430430,4.3799,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.221,1.696,1.205
430431,4.3850,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.216,1.697,1.205
430432,4.3904,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.697,1.205
430433,4.3958,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.696,1.205
430434,4.4058,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.208,1.171,1.221,1.696,1.205
430435,4.4109,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.180,1.224,1.697,1.205
430436,4.4163,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.698,1.205
430437,4.4216,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.221,1.696,1.205
430438,4.4268,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.175,1.221,1.697,1.205
430439,4.4321,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.208,1.172,1.219,1.697,1.205
430440,4.4375,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.208,1.173,1.221,1.694,1.204
430441,4.4426,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.698,1.205
430442,4.4504,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.171,1.218,1.697,1.205
430443,4.4558,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.218,1.696,1.204
430444,4.4612,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.698,1.205
430445,4.4663,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.207,1.171,1.218,1.696,1.205
430446,4.4717,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.221,1.697,1.205
430447,4.4771,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.699,1.205
430448,4.4822,0.000,1.208,1.209,1.208,1.208,1.207,1.207,1.208,1.175,1.221,1.697,1.204
430449,4.4875,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.700,1.205
430450,4.4927,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.175,1.221,1.696,1.205
430451,4.4980,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.218,1.698,1.205
430452,4.5034,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.215,1.696,1.204
430453,4.5085,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.208,1.175,1.221,1.696,1.205
430454,4.5139,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.207,1.173,1.218,1.699,1.205
430455,4.5193,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.208,1.171,1.218,1.697,1.204
430456,4.5244,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.218,1.696,1.205
430457,4.5298,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.700,1.205
430458,4.5352,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.208,1.175,1.221,1.698,1.205
430459,4.5430,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.218,1.696,1.205
430460,4.5481,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.208,1.173,1.221,1.697,1.205
430461,4.5535,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.699,1.205
430462,4.5588,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.208,1.173,1.218,1.698,1.205
430463,4.5640,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.221,1.699,1.205
430464,4.5693,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.221,1.696,1.205
430465,4.5747,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.215,1.693,1.205
430466,4.5798,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.172,1.221,1.698,1.205
430467,4.5852,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.175,1.221,1.697,1.205
430468,4.5903,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.697,1.205
430469,4.5957,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.219,1.698,1.204
430470,4.6011,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.208,1.171,1.215,1.697,1.205
430471,4.6062,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.172,1.218,1.699,1.204
430472,4.6116,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.208,1.172,1.214,1.696,1.205
430473,4.6169,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.214,1.696,1.205
430474,4.6221,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.207,1.173,1.221,1.693,1.205
430475,4.6299,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.214,1.696,1.205
430476,4.6353,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.698,1.205
430477,4.6406,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.171,1.221,1.699,1.205
430478,4.6458,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.171,1.221,1.698,1.205
430479,4.6516,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.700,1.204
430480,4.6567,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.174,1.218,1.696,1.205
430481,4.6621,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.207,1.171,1.218,1.696,1.205
430482,4.6675,0.000,1.207,1.209,1.208,1.207,1.207,1.207,1.207,1.169,1.221,1.698,1.205
430483,4.6726,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.172,1.217,1.696,1.205
430484,4.6780,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.697,1.204
430485,4.6833,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.221,1.697,1.205
430486,4.6885,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.697,1.205
430487,4.6938,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.221,1.698,1.204
430488,4.6990,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.174,1.218,1.698,1.205
430489,4.7043,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.700,1.205
430490,4.7097,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.214,1.696,1.205
430491,4.7148,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.177,1.221,1.697,1.205
430492,4.7229,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.218,1.696,1.205
430493,4.7280,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.207,1.173,1.221,1.697,1.205
430494,4.7334,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.698,1.205
430495,4.7385,0.000,1.208,1.209,1.208,1.208,1.207,1.207,1.207,1.172,1.218,1.696,1.205
430496,4.7439,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.697,1.205
430497,4.7493,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.700,1.205
430498,4.7544,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.171,1.218,1.696,1.205
430499,4.7598,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.696,1.206
430500,4.7651,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.696,1.205
430501,4.7703,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.697,1.205
430502,4.7756,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.218,1.697,1.205
430503,4.7810,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.175,1.221,1.696,1.205
430504,4.7861,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.696,1.205
430505,4.7915,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.697,1.205
430506,4.7966,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.218,1.696,1.205
430507,4.8020,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.208,1.172,1.221,1.698,1.205
430508,4.8098,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.218,1.698,1.205
430509,4.8152,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.221,1.698,1.205
430510,4.8206,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.697,1.205
430511,4.8257,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.694,1.205
430512,4.8311,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.696,1.205
430513,4.8362,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.698,1.205
430514,4.8416,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.697,1.205
430515,4.8469,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.218,1.697,1.205
430516,4.8521,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.694,1.205
430517,4.8574,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.214,1.693,1.205
430518,4.8628,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.697,1.205
430519,4.8679,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.173,1.221,1.697,1.205
430520,4.8733,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.218,1.696,1.205
430521,4.8787,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.696,1.205
430522,4.8838,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.697,1.205
430523,4.8892,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.700,1.205
430524,4.8945,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.697,1.205
430525,4.9033,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.208,1.171,1.218,1.700,1.205
430526,4.9087,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.174,1.218,1.697,1.205
430527,4.9141,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.221,1.697,1.205
430528,4.9192,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.697,1.205
430529,4.9246,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.221,1.700,1.205
430530,4.9299,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.696,1.205
430531,4.9351,0.000,1.207,1.208,1.207,1.208,1.207,1.207,1.207,1.175,1.221,1.698,1.205
430532,4.9404,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.698,1.205
430533,4.9456,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.173,1.218,1.698,1.205
430534,4.9509,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.221,1.696,1.204
430535,4.9563,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.221,1.697,1.205
430536,4.9614,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.697,1.205
430537,4.9668,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.700,1.205
430538,4.9722,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.697,1.205
430539,4.9773,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.697,1.205
430540,4.9827,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.697,1.205
430541,4.9905,0.000,1.208,1.208,1.207,1.208,1.207,1.207,1.207,1.172,1.221,1.697,1.205
430542,4.9958,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.696,1.204
430543,5.0010,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.698,1.205
430544,5.0063,0.000,1.208,1.209,1.207,1.208,1.207,1.207,1.208,1.171,1.221,1.700,1.205
430545,5.0117,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.221,1.696,1.205
430546,5.0168,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.218,1.696,1.205
430547,5.0222,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.218,1.697,1.205
430548,5.0276,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.698,1.205
430549,5.0327,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.698,1.205
430550,5.0381,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.697,1.204
430551,5.0435,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.171,1.218,1.698,1.205
430552,5.0486,0.000,1.208,1.209,1.207,1.208,1.207,1.208,1.207,1.171,1.221,1.697,1.205
430553,5.0540,0.000,1.208,1.208,1.208,1.208,1.207,1.208,1.207,1.171,1.218,1.696,1.205
430554,5.0591,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.173,1.221,1.697,1.204
430555,5.0645,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.208,1.172,1.221,1.697,1.205
430556,5.0698,0.000,1.207,1.208,1.208,1.208,1.207,1.208,1.207,1.175,1.221,1.696,1.205
430557,5.0776,0.000,1.207,1.209,1.208,1.208,1.207,1.207,1.207,1.171,1.221,1.700,1.205
430558,5.0830,0.000,1.207,1.208,1.208,1.208,1.207,1.207,1.207,1.175,1.221,1.697,1.205
430559,5.0881,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.208,1.171,1.221,1.698,1.205
430560,5.0935,0.000,1.208,1.208,1.208,1.208,1.207,1.207,1.207,1.172,1.218,1.699,1.205
