KINETIC_KINEMATIC::RFT::DistEndPos
File	Frame	X 	Y 	Z 
 - 	211	0.986991	0.233903	0.139930
 - 	212	0.986916	0.234429	0.140982
 - 	213	0.986477	0.234647	0.141634
 - 	214	0.985771	0.235221	0.142143
 - 	215	0.984919	0.235773	0.142546
 - 	216	0.984076	0.236169	0.142912
 - 	217	0.983413	0.236170	0.143269
 - 	218	0.983085	0.236227	0.143879
 - 	219	0.982760	0.235387	0.144476
 - 	220	0.982624	0.234553	0.145182
 - 	221	0.982410	0.234170	0.145962
 - 	222	0.982078	0.234270	0.146862
 - 	223	0.981562	0.234713	0.147816
 - 	224	0.981115	0.235183	0.148273
 - 	225	0.980459	0.235347	0.149475
 - 	226	0.979943	0.235071	0.150123
 - 	227	0.978809	0.234187	0.151584
 - 	228	0.977751	0.232307	0.152638
 - 	229	0.977142	0.229744	0.153498
 - 	230	0.976951	0.226655	0.154321
 - 	231	0.976809	0.222978	0.155070
 - 	232	0.975877	0.219639	0.155587
 - 	233	0.974523	0.217184	0.155922
 - 	234	0.973509	0.215673	0.156249
 - 	235	0.972873	0.214959	0.156615
 - 	236	0.972827	0.215290	0.156924
 - 	237	0.973212	0.216332	0.157256
 - 	238	0.973786	0.217860	0.157514
 - 	239	0.974562	0.219469	0.157642
 - 	240	0.975604	0.220747	0.157560
 - 	241	0.976730	0.221630	0.157159
 - 	242	0.977703	0.222313	0.156292
 - 	243	0.978650	0.222703	0.155036
 - 	244	0.979225	0.222854	0.153152
 - 	245	0.979685	0.222986	0.150533
 - 	246	0.980337	0.223002	0.147196
 - 	247	0.980678	0.222841	0.142885
 - 	248	0.981098	0.222426	0.137434
 - 	249	0.983823	0.220344	0.134952
 - 	250	0.986696	0.219269	0.129648
 - 	251	0.987334	0.222976	0.125091
 - 	252	0.986879	0.226831	0.127231
 - 	253	0.989119	0.228585	0.130718
 - 	254	0.990665	0.227026	0.133045
 - 	255	0.990614	0.226503	0.134740
 - 	256	0.990288	0.226511	0.136018
 - 	257	0.990303	0.226564	0.137282
 - 	258	0.990567	0.226348	0.138778
 - 	259	0.990638	0.225764	0.140274
 - 	260	0.990656	0.225521	0.141737
 - 	261	0.989813	0.225705	0.142898
 - 	262	0.988583	0.226251	0.143892
 - 	263	0.987049	0.226759	0.144644
 - 	264	0.985330	0.227109	0.145311
 - 	265	0.984386	0.227117	0.145785
 - 	266	0.983887	0.227301	0.146233
 - 	267	0.983555	0.227156	0.146533
 - 	268	0.983296	0.226957	0.146660
 - 	269	0.983477	0.226638	0.146716
 - 	270	0.983851	0.226257	0.146627
 - 	271	0.984601	0.225814	0.146490
 - 	272	0.985408	0.225761	0.146501
 - 	273	0.985475	0.225762	0.146423
 - 	274	0.984511	0.225721	0.146362
 - 	275	0.983946	0.225666	0.146314
 - 	276	0.983679	0.225558	0.146245
 - 	277	0.983621	0.225438	0.146140
 - 	278	0.983829	0.225446	0.146101
 - 	279	0.983797	0.225299	0.145949
 - 	280	0.984046	0.225175	0.145796
 - 	281	0.984427	0.225091	0.145650
 - 	282	0.984904	0.225049	0.145558
 - 	283	0.985184	0.225020	0.145509
 - 	284	0.985391	0.225099	0.145641
 - 	285	0.985216	0.224979	0.145621
 - 	286	0.985110	0.224893	0.145623
 - 	287	0.985232	0.224899	0.145720
 - 	288	0.985556	0.224976	0.145885
 - 	289	0.985929	0.225090	0.146057
 - 	290	0.986505	0.225266	0.146346
 - 	291	0.986642	0.225313	0.146493
 - 	292	0.986619	0.225352	0.146554
 - 	293	0.986452	0.225469	0.146589
 - 	294	0.986373	0.225593	0.146664
 - 	295	0.986492	0.225714	0.146775
 - 	296	0.986901	0.225875	0.146949
 - 	297	0.986886	0.225905	0.146721
 - 	298	0.986922	0.225889	0.146716
 - 	299	0.986949	0.225824	0.146699
 - 	300	0.986946	0.225767	0.146737
 - 	301	0.986958	0.225718	0.146836
 - 	302	0.987172	0.225694	0.147030
 - 	303	0.987117	0.225750	0.147165
 - 	304	0.987086	0.225803	0.147246
 - 	305	0.987085	0.225812	0.147286
 - 	306	0.987096	0.225754	0.147310
 - 	307	0.987190	0.225659	0.147359
 - 	308	0.987500	0.225588	0.147484
 - 	309	0.987527	0.225533	0.147527
 - 	310	0.987507	0.225538	0.147557
 - 	311	0.987543	0.225556	0.147588
 - 	312	0.987600	0.225531	0.147623
 - 	313	0.987661	0.225458	0.147660
 - 	314	0.987939	0.225348	0.147757
 - 	315	0.987876	0.225313	0.147798
 - 	316	0.987839	0.225264	0.147799
 - 	317	0.987831	0.225254	0.147775
 - 	318	0.987869	0.225254	0.147743
 - 	319	0.987930	0.225235	0.147714
 - 	320	0.988197	0.225191	0.147733
 - 	321	0.988187	0.225167	0.147699
 - 	322	0.988221	0.225120	0.147663
 - 	323	0.988302	0.225134	0.147244
 - 	324	0.988350	0.225140	0.146918
 - 	325	0.988388	0.225135	0.146590
 - 	326	0.988637	0.225105	0.146612
 - 	327	0.988623	0.225117	0.146590
 - 	328	0.988681	0.225123	0.146589
 - 	329	0.988751	0.225148	0.146317
 - 	330	0.988768	0.225166	0.146072
 - 	331	0.988785	0.225152	0.146092
 - 	332	0.989047	0.225069	0.145897
 - 	333	0.989023	0.225063	0.145675
 - 	334	0.989008	0.225032	0.145452
 - 	335	0.989019	0.225012	0.145250
 - 	336	0.989050	0.224993	0.145072
 - 	337	0.989063	0.224984	0.144884
 - 	338	0.989261	0.224893	0.145003
 - 	339	0.989245	0.224847	0.144819
 - 	340	0.989229	0.224828	0.144677
 - 	341	0.989202	0.224821	0.144781
 - 	342	0.989233	0.224814	0.144651
 - 	343	0.989285	0.224791	0.144775
 - 	344	0.989531	0.224666	0.144692
 - 	345	0.989515	0.224634	0.144595
 - 	346	0.989511	0.224627	0.144493
 - 	347	0.989441	0.224644	0.144401
 - 	348	0.989465	0.224608	0.144311
 - 	349	0.989520	0.224565	0.144477
 - 	350	0.989831	0.224361	0.144673
 - 	351	0.989815	0.224318	0.144839
 - 	352	0.989802	0.224300	0.144797
 - 	353	0.989806	0.224280	0.144736
 - 	354	0.989754	0.224300	0.144665
