KINETIC_KINEMATIC::LFT::DistEndPos
File	Frame	X 	Y 	Z 
 - 	342	7.358738	-3.448109	0.166923
 - 	343	7.358321	-3.448425	0.166713
 - 	344	7.358175	-3.448475	0.166467
 - 	345	7.357834	-3.448780	0.166205
 - 	346	7.357514	-3.449082	0.165841
 - 	347	7.357137	-3.449442	0.165451
 - 	348	7.356582	-3.449674	0.165039
 - 	349	7.356117	-3.449824	0.164158
 - 	350	7.356475	-3.449683	0.163366
 - 	351	7.356922	-3.449579	0.162867
 - 	352	7.357517	-3.449344	0.162390
 - 	353	7.358075	-3.448956	0.161815
 - 	354	7.358562	-3.448551	0.161394
 - 	355	7.359069	-3.448126	0.160919
 - 	356	7.359644	-3.447596	0.160377
 - 	357	7.359782	-3.447479	0.160116
 - 	358	7.360096	-3.447363	0.159951
 - 	359	7.360260	-3.447281	0.159770
 - 	360	7.360475	-3.447194	0.159579
 - 	361	7.360635	-3.447053	0.159424
 - 	362	7.361119	-3.446857	0.159095
 - 	363	7.361326	-3.446886	0.158943
 - 	364	7.361656	-3.446988	0.158823
 - 	365	7.361897	-3.447059	0.158740
 - 	366	7.362100	-3.447141	0.158671
 - 	367	7.362262	-3.447209	0.158615
 - 	368	7.362747	-3.447159	0.158384
 - 	369	7.362663	-3.447355	0.158343
 - 	370	7.362424	-3.447569	0.158326
 - 	371	7.362268	-3.447614	0.158341
 - 	372	7.362204	-3.447681	0.158378
 - 	373	7.362126	-3.447733	0.158383
 - 	374	7.362299	-3.447628	0.158197
 - 	375	7.362000	-3.447717	0.158233
 - 	376	7.361772	-3.447816	0.158296
 - 	377	7.361443	-3.447878	0.158366
 - 	378	7.361139	-3.447989	0.158461
 - 	379	7.360859	-3.448065	0.158546
 - 	380	7.361042	-3.447739	0.158444
 - 	381	7.360945	-3.447699	0.158489
 - 	382	7.360790	-3.447721	0.158502
 - 	383	7.360701	-3.447759	0.158509
 - 	384	7.360579	-3.447757	0.158517
 - 	385	7.360411	-3.447812	0.158527
 - 	386	7.360375	-3.447711	0.158344
 - 	387	7.360048	-3.447740	0.158336
 - 	388	7.359618	-3.447813	0.158324
 - 	389	7.359236	-3.447916	0.158339
 - 	390	7.358874	-3.447924	0.158335
 - 	391	7.358575	-3.447929	0.158325
 - 	392	7.358432	-3.447751	0.158176
 - 	393	7.358149	-3.447737	0.158233
 - 	394	7.357995	-3.447737	0.158281
 - 	395	7.357837	-3.447739	0.158321
 - 	396	7.357686	-3.447733	0.158383
 - 	397	7.357478	-3.447763	0.158412
 - 	398	7.357429	-3.447546	0.158253
 - 	399	7.357140	-3.447545	0.158238
 - 	400	7.356865	-3.447584	0.158250
 - 	401	7.356595	-3.447556	0.158270
 - 	402	7.356438	-3.447531	0.158284
 - 	403	7.356301	-3.447515	0.158304
 - 	404	7.356278	-3.447263	0.158174
 - 	405	7.356071	-3.447285	0.158200
 - 	406	7.355924	-3.447318	0.158226
 - 	407	7.355788	-3.447320	0.158248
 - 	408	7.355588	-3.447376	0.158260
 - 	409	7.355433	-3.447406	0.158260
 - 	410	7.355374	-3.447208	0.158154
 - 	411	7.355191	-3.447136	0.158176
 - 	412	7.354983	-3.447057	0.158198
 - 	413	7.354665	-3.446971	0.158189
 - 	414	7.354281	-3.446947	0.158161
 - 	415	7.353992	-3.446883	0.158143
 - 	416	7.353774	-3.446609	0.158035
 - 	417	7.353521	-3.446520	0.158040
 - 	418	7.353323	-3.446445	0.158046
 - 	419	7.353100	-3.446360	0.158069
 - 	420	7.352786	-3.446242	0.158097
 - 	421	7.352418	-3.446101	0.158129
 - 	422	7.352117	-3.445773	0.158049
 - 	423	7.351799	-3.445579	0.158071
 - 	424	7.351816	-3.445566	0.158085
 - 	425	7.351768	-3.445508	0.158104
 - 	426	7.351734	-3.445467	0.158127
 - 	427	7.351641	-3.445395	0.158150
 - 	428	7.351631	-3.445126	0.158114
 - 	429	7.351461	-3.445051	0.158141
 - 	430	7.351329	-3.445025	0.158170
 - 	431	7.351262	-3.445010	0.158219
 - 	432	7.351231	-3.445021	0.158277
 - 	433	7.351185	-3.445112	0.158322
 - 	434	7.351219	-3.445060	0.158293
 - 	435	7.351180	-3.445130	0.158343
 - 	436	7.351251	-3.445173	0.158420
 - 	437	7.351307	-3.445208	0.158466
 - 	438	7.351388	-3.445286	0.158502
 - 	439	7.351469	-3.445307	0.158534
 - 	440	7.351625	-3.445148	0.158527
 - 	441	7.351592	-3.445201	0.158550
 - 	442	7.351619	-3.445221	0.158559
 - 	443	7.351645	-3.445208	0.158555
 - 	444	7.351781	-3.445151	0.158560
 - 	445	7.351810	-3.445123	0.158563
 - 	446	7.351911	-3.444923	0.158515
 - 	447	7.351873	-3.444854	0.158489
 - 	448	7.351819	-3.444784	0.158463
 - 	449	7.351789	-3.444691	0.158436
 - 	450	7.351822	-3.444618	0.158428
 - 	451	7.351899	-3.444523	0.158412
 - 	452	7.352060	-3.444275	0.158364
 - 	453	7.352051	-3.444171	0.158329
 - 	454	7.352034	-3.444077	0.158314
 - 	455	7.351985	-3.444010	0.158309
 - 	456	7.352036	-3.443936	0.158305
 - 	457	7.352050	-3.443897	0.158302
 - 	458	7.352174	-3.443718	0.158293
 - 	459	7.352093	-3.443621	0.158307
 - 	460	7.352068	-3.443550	0.158311
 - 	461	7.352010	-3.443454	0.158307
 - 	462	7.351955	-3.443377	0.158308
 - 	463	7.351964	-3.443304	0.158313
 - 	464	7.352058	-3.443142	0.158296
 - 	465	7.351899	-3.443077	0.158320
 - 	466	7.351677	-3.443028	0.158346
 - 	467	7.351627	-3.442974	0.158376
 - 	468	7.351627	-3.442933	0.158398
 - 	469	7.351645	-3.442933	0.158397
 - 	470	7.351655	-3.442853	0.158383
 - 	471	7.351490	-3.442800	0.158391
 - 	472	7.351299	-3.442760	0.158402
 - 	473	7.351044	-3.442746	0.158395
 - 	474	7.350848	-3.442770	0.158374
 - 	475	7.350677	-3.442808	0.158355
 - 	476	7.350541	-3.442780	0.158356
 - 	477	7.350293	-3.442803	0.158390
 - 	478	7.350057	-3.442840	0.158418
 - 	479	7.349928	-3.442861	0.158416
 - 	480	7.349743	-3.442881	0.158403
 - 	481	7.349525	-3.442885	0.158381
 - 	482	7.349352	-3.442754	0.158348
 - 	483	7.349193	-3.442734	0.158333
 - 	484	7.349001	-3.442723	0.158336
 - 	485	7.348932	-3.442688	0.158366
 - 	486	7.348832	-3.442669	0.158402
 - 	487	7.348834	-3.442658	0.158417
 - 	488	7.348829	-3.442562	0.158411
 - 	489	7.348680	-3.442544	0.158402
 - 	490	7.348453	-3.442536	0.158377
 - 	491	7.348344	-3.442526	0.158358
 - 	492	7.348274	-3.442488	0.158333
 - 	493	7.348221	-3.442436	0.158326
 - 	494	7.348136	-3.442390	0.158311
 - 	495	7.348088	-3.442351	0.158327
 - 	496	7.347948	-3.442334	0.158350
 - 	497	7.347840	-3.442323	0.158360
 - 	498	7.347701	-3.442312	0.158382
 - 	499	7.347552	-3.442271	0.158396
 - 	500	7.347339	-3.442201	0.158399
 - 	501	7.347206	-3.442160	0.158392
 - 	502	7.347216	-3.442116	0.158393
 - 	503	7.347214	-3.442044	0.158413
 - 	504	7.347157	-3.441997	0.158446
 - 	505	7.347098	-3.441960	0.158473
 - 	506	7.346898	-3.441949	0.158474
 - 	507	7.346817	-3.441893	0.158471
 - 	508	7.346746	-3.441812	0.158460
 - 	509	7.346648	-3.441763	0.158455
 - 	510	7.346568	-3.441709	0.158454
 - 	511	7.346513	-3.441660	0.158453
 - 	512	7.346324	-3.441675	0.158436
 - 	513	7.346216	-3.441642	0.158414
 - 	514	7.346111	-3.441590	0.158387
 - 	515	7.345947	-3.441561	0.158389
 - 	516	7.345798	-3.441526	0.158381
 - 	517	7.345716	-3.441499	0.158369
 - 	518	7.345416	-3.441514	0.158365
 - 	519	7.345134	-3.441501	0.158371
 - 	520	7.344757	-3.441467	0.158383
 - 	521	7.344397	-3.441413	0.158395
 - 	522	7.344150	-3.441392	0.158394
 - 	523	7.343920	-3.441391	0.158382
 - 	524	7.343409	-3.441434	0.158392
 - 	525	7.343080	-3.441456	0.158417
 - 	526	7.342950	-3.441467	0.158443
 - 	527	7.342845	-3.441554	0.158488
 - 	528	7.342817	-3.441703	0.158569
 - 	529	7.342916	-3.441884	0.158702
 - 	530	7.342865	-3.442151	0.158849
 - 	531	7.343009	-3.442445	0.158960
 - 	532	7.342999	-3.442734	0.159053
 - 	533	7.342856	-3.443038	0.159157
 - 	534	7.342864	-3.443123	0.159243
 - 	535	7.342821	-3.443202	0.159289
 - 	536	7.342577	-3.443371	0.159329
 - 	537	7.342372	-3.443366	0.159392
 - 	538	7.342267	-3.443222	0.159432
 - 	539	7.342310	-3.443085	0.159434
 - 	540	7.342300	-3.443058	0.159448
 - 	541	7.342338	-3.443014	0.159493
 - 	542	7.342341	-3.443069	0.159556
 - 	543	7.342418	-3.443068	0.159634
 - 	544	7.342620	-3.443029	0.159714
 - 	545	7.342912	-3.442918	0.159772
 - 	546	7.343220	-3.442743	0.159769
 - 	547	7.343617	-3.442471	0.159667
 - 	548	7.344046	-3.442286	0.159502
 - 	549	7.344601	-3.442006	0.159388
 - 	550	7.345198	-3.441767	0.159320
 - 	551	7.345859	-3.441598	0.159276
 - 	552	7.346520	-3.441450	0.159258
 - 	553	7.347217	-3.441282	0.159278
 - 	554	7.348006	-3.441259	0.159242
 - 	555	7.348940	-3.440894	0.159233
 - 	556	7.349887	-3.440491	0.159218
 - 	557	7.350940	-3.440100	0.159217
 - 	558	7.351887	-3.439750	0.159249
 - 	559	7.352742	-3.439499	0.159315
 - 	560	7.353198	-3.439517	0.159500
 - 	561	7.353739	-3.439327	0.159768
 - 	562	7.354311	-3.439072	0.160097
 - 	563	7.354586	-3.439070	0.160457
 - 	564	7.354770	-3.439542	0.160848
 - 	565	7.355084	-3.439960	0.161238
 - 	566	7.355622	-3.440219	0.161535
 - 	567	7.355881	-3.440066	0.161669
 - 	568	7.356287	-3.440016	0.161672
 - 	569	7.356678	-3.440132	0.161548
 - 	570	7.356978	-3.440294	0.161357
 - 	571	7.356690	-3.440437	0.161045
 - 	572	7.356124	-3.440844	0.160740
 - 	573	7.355623	-3.440765	0.160584
 - 	574	7.355489	-3.440526	0.160462
 - 	575	7.355669	-3.440294	0.160340
 - 	576	7.355700	-3.440141	0.160183
 - 	577	7.355537	-3.440014	0.159982
 - 	578	7.354905	-3.440028	0.159643
 - 	579	7.353722	-3.439747	0.159295
 - 	580	7.352033	-3.439524	0.158799
 - 	581	7.350071	-3.439418	0.158207
 - 	582	7.347650	-3.439291	0.157489
 - 	583	7.345119	-3.438898	0.156421
